Paragraph	Hovedområde	Aktivitetsområde	Hovedkonto	Underkonto	Standardkonto	R 2015	B 2016	F 2017	BO 1 2018	BO 2 2019	BO 3 2020
Genudlån mv.	Genudlån af statslån	Genudlån af statslån	Mellemregning med MFM	Mellemregning m. FødevareErhverv refinan.ordn	Statslige udlån, tilgang	19.0	103.6	103.6	0.0	0.0	0.0
Genudlån mv.	Genudlån af statslån	Genudlån af statslån	Mellemregning med MFM	Mellemregning m. FødevareErhverv refinan.ordn	Statslige udlån, afgang	-38.1	-35.2	-35.2	0.0	0.0	0.0
Genudlån mv.	Genudlån af statslån	Genudlån af statslån	Genudlån til Styrelsen for Arbejdsmarked og R	Genudlån	Statslige udlån, tilgang	0.0	19.1	4.2	0.0	0.0	0.0
Genudlån mv.	Genudlån af statslån	Genudlån af statslån	Genudlån til SU-lån	Genudlån	Statslige udlån, tilgang	3732.7	3897.4	3679.2	0.0	0.0	0.0
Genudlån mv.	Genudlån af statslån	Genudlån af statslån	Genudlån til SU-lån	Genudlån	Statslige udlån, afgang	-2216.2	-2220.0	-2250.0	0.0	0.0	0.0
Genudlån mv.	Genudlån af statslån	Genudlån af statslån	Kapitalindskud i medfør af Kreditpakken	Kapitalindskud i medfør af Kreditpakken	Statslige udlån, afgang	0.0	-750.0	-268.0	0.0	0.0	0.0
Genudlån mv.	Genudlån af statslån	Genudlån af statslån	Kapitalindskud i medfør af Kreditpakken	Kapitalindskud i medfør af Kreditpakken	Værdipapirer, afgang	-347.7	0.0	0.0	0.0	0.0	0.0
Genudlån mv.	Genudlån af statslån	Genudlån af statslån	Genudlån til Danmarks Radio	Genudlån til Danmarks Radio	Statslige udlån, tilgang	60.0	0.0	134.0	0.0	0.0	0.0
Genudlån mv.	Genudlån af statslån	Genudlån af statslån	Genudlån til Danmarks Radio	Genudlån til Danmarks Radio	Statslige udlån, afgang	-161.0	0.0	-276.0	0.0	0.0	0.0
Genudlån mv.	Genudlån af statslån	Genudlån af statslån	Genudlån til Danmarks Radio	Genudlån til Danmarks Radio	Emmissionskurstab, tilgang	3.6	0.0	0.0	0.0	0.0	0.0
Genudlån mv.	Genudlån af statslån	Genudlån af statslån	Genudlån til Irland	Ikke-realiserede valutakursgevinster	Finansielle indtægter	-7.6	0.0	0.0	0.0	0.0	0.0
Genudlån mv.	Genudlån af statslån	Genudlån af statslån	Genudlån til Irland	Genudlån	Statslige udlån, tilgang	7.6	0.0	0.0	0.0	0.0	0.0
Genudlån mv.	Genudlån af statslån	Genudlån af statslån	Genudlån til Finansiel Stabilitet	Genudlån til Finansiel Stabilitet	Statslige udlån, afgang	-4528.2	-2888.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Overførsel til andre paragraffer	Overførsel til andre paragraffer	Overført til SØIM	overførsel til SIM	Interne statslige overførselsudgifter	30.0	30.0	30.0	0.0	0.0	0.0
Skatter og afgifter	Overførsel til andre paragraffer	Overførsel til andre paragraffer	Overført til SØIM	Overført til SÆM	Interne statslige overførselsudgifter	5.0	5.0	5.0	0.0	0.0	0.0
Skatter og afgifter	Overførsel til andre paragraffer	Overførsel til andre paragraffer	Overførsel til Miljø- og Fødevareministeriet	Overførsel til Miljø- og Fødevareministeriet	Interne statslige overførselsudgifter	185.9	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Renteindtægter mv.	Renteindtægter mv.	Renteindtægter mv.	Forrentning ved forh. af selskabsansættelser	Finansielle indtægter	-928.7	-900.0	-1000.0	0.0	0.0	0.0
Skatter og afgifter	Renteindtægter mv.	Renteindtægter mv.	Renteindtægter mv.	Rentegodtgørelse til selskaber mv.	Finansielle omkostninger	1604.0	1200.0	1500.0	0.0	0.0	0.0
Skatter og afgifter	Renteindtægter mv.	Renteindtægter mv.	Renteindtægter mv.	Forrentning ved forh. af skatteansættelser	Finansielle indtægter	-232.3	-300.0	-300.0	0.0	0.0	0.0
Skatter og afgifter	Renteindtægter mv.	Renteindtægter mv.	Renteindtægter mv.	Rentegodtgørelse til personer mv.	Finansielle omkostninger	212.8	200.0	400.0	0.0	0.0	0.0
Skatter og afgifter	Renteindtægter mv.	Renteindtægter mv.	Renteindtægter mv.	Afskrivninger, restancer	Finansielle omkostninger	2321.8	1200.0	1400.0	0.0	0.0	0.0
Skatter og afgifter	Renteindtægter mv.	Renteindtægter mv.	Renteindtægter mv.	Renteindtægt vedr. restancer	Finansielle indtægter	-2964.0	-3000.0	-3000.0	0.0	0.0	0.0
Skatter og afgifter	Renteindtægter mv.	Renteindtægter mv.	Renteindtægter mv.	Renteindtægt vedr. restancer	Finansielle omkostninger	-0.0	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Lønsumsafgift	Afgift på arbejdsskader	Afgift på arbejdsskader	Afgift på arbejdsskader	Skatter og afgifter	-302.1	-300.0	-400.0	0.0	0.0	0.0
Skatter og afgifter	Lønsumsafgift	Lønsumsafgift	Lønsumsafgift	Afskrivning, lønsumsafgift	Skatter og afgifter	13.4	5.0	5.0	0.0	0.0	0.0
Skatter og afgifter	Lønsumsafgift	Lønsumsafgift	Lønsumsafgift	Lønsumsafgift	Skatter og afgifter	-7199.5	-7855.0	-8455.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Afskrivning og div.	Diverse ophævede skatter	Skatter og afgifter	-3.7	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Afskrivning og div.	Afskrivninger, blandede told og afgifter	Skatter og afgifter	18.6	30.0	30.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Afskrivning og div.	Diverse afgifter	Skatter og afgifter	-185.7	-200.0	-180.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Øvrige afgifter	Afgift af lystfartøjsforsikringer	Skatter og afgifter	-125.1	-125.0	-125.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Lov om forskellige forbrugsafgifter	Afskrivninger, forskellige forbrugsafgifter	Skatter og afgifter	0.2	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Lov om forskellige forbrugsafgifter	Lov om forskellige forbrugsafgifter	Skatter og afgifter	-409.0	-420.0	-440.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Afgift, chokolade, konsumis, mineralvand mv.	Afskrivning, afgift af mineralvand mv.	Skatter og afgifter	-1.0	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Afgift, chokolade, konsumis, mineralvand mv.	Afgift af mineralvand mv.	Skatter og afgifter	-1.0	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Afgift, chokolade, konsumis, mineralvand mv.	Afskrivning, afgift af konsumis	Skatter og afgifter	0.2	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Afgift, chokolade, konsumis, mineralvand mv.	Afgift af konsumis	Skatter og afgifter	-297.3	-310.0	-300.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Afgift, chokolade, konsumis, mineralvand mv.	Afskrivning, afgift af chokolade	Skatter og afgifter	29.2	10.0	10.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Afgift, chokolade, konsumis, mineralvand mv.	Afgift af chokolade mv.	Skatter og afgifter	-2404.6	-2500.0	-2525.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Tobaksafgift	Afskrivning, tobaksafgift	Skatter og afgifter	25.7	30.0	30.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Tobaksafgift	Tobaksafgift	Skatter og afgifter	-7768.7	-7650.0	-7775.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Afgift på øl, vin og spiritus	Tillægsafgift af alkoholsodavand	Skatter og afgifter	-33.0	-35.0	-35.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Afgift på øl, vin og spiritus	Afskrivning, øl	Skatter og afgifter	12.3	2.0	2.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Afgift på øl, vin og spiritus	Afgift af øl	Skatter og afgifter	-917.9	-950.0	-950.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Afgift på øl, vin og spiritus	Afskrivning, afgift af vin	Skatter og afgifter	6.9	2.0	2.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Afgift på øl, vin og spiritus	Afgift af vin	Skatter og afgifter	-1752.9	-1775.0	-1825.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Afgift på øl, vin og spiritus	Afskrivning, afgift på spiritus	Skatter og afgifter	0.9	2.0	2.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Øvrige punktafgifter	Afgift på øl, vin og spiritus	Afgift af spiritus	Skatter og afgifter	-1181.1	-1200.0	-1225.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Afgifter på spil mv.	Afgifter på spil	Det Danske Klasselotteri A/S	Skatter og afgifter	-44.3	-45.0	-45.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Afgifter på spil mv.	Afgifter på spil	Afgift af online kasinospil	Skatter og afgifter	-260.7	-240.0	-270.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Afgifter på spil mv.	Afgifter på spil	Afgift af væddemål	Skatter og afgifter	-397.4	-340.0	-400.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Afgifter på spil mv.	Afgifter på spil	Afgift af spilleautomater	Skatter og afgifter	-605.9	-650.0	-625.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Afgifter på spil mv.	Afgifter på spil	Kasinoafgift	Skatter og afgifter	-197.0	-200.0	-200.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Afgifter på spil mv.	Afgifter på spil	Afgift af gevinster ved lotterispil mv.	Skatter og afgifter	-288.5	-290.0	-280.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Afgifter på spil mv.	Afgifter på spil	Afgift af spil ved væddeløb	Skatter og afgifter	-13.5	-15.0	-15.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afgift af mineralsk fosfor i foderfosfat	Skatter og afgifter	-51.3	-50.0	-50.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afskrivning afgift af kvælstof	Skatter og afgifter	1.4	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afgift af kvælstof	Skatter og afgifter	-17.8	-20.0	-20.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afskrivning, afgift af pvc og ftalater	Skatter og afgifter	0.0	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afgift af pvc og ftalater	Skatter og afgifter	-18.8	-20.0	-20.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afskrivning af afgift på nikkel/cadmium batt.	Skatter og afgifter	0.0	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afgift af nikkel/cadmium batterier	Skatter og afgifter	-1.8	-5.0	-2.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afskrivning, afgift af ledningsført vand	Skatter og afgifter	0.6	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afgift af ledningsført vand	Skatter og afgifter	-1662.1	-1650.0	-1600.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afgift af spildevand	Skatter og afgifter	-318.5	-300.0	-320.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afskrivning, afgift af råstoffer	Skatter og afgifter	0.5	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afgift af råstoffer	Skatter og afgifter	-145.3	-135.0	-140.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afskrivning, afgift af affald	Skatter og afgifter	0.0	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afgift af affald	Skatter og afgifter	-136.6	-140.0	-130.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afskrivning, afgift af bekæmpelsesmidler	Skatter og afgifter	0.4	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afgift af bekæmpelsesmidler	Skatter og afgifter	-598.6	-610.0	-510.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afgift af klorerede opløsningsmidler mv.	Skatter og afgifter	-0.2	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afskrivning, afgift vedrørende CFC	Skatter og afgifter	0.0	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afgift vedrørende CFC	Skatter og afgifter	-67.5	-70.0	-60.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afskrivning, emballageafgift	Skatter og afgifter	5.9	2.0	2.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Emballageafgift	Skatter og afgifter	-663.0	-660.0	-670.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afskrivning, afgift af svovl	Skatter og afgifter	1.4	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afgift af svovl	Skatter og afgifter	-42.6	-50.0	-40.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afgift af kvælstofoxider (NOx)	Skatter og afgifter	-822.7	-580.0	-150.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Afskrivning, kuldioxidafgift	Skatter og afgifter	7.1	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Miljøafgifter	Miljøafgifter	Kuldioxidafgift af visse energiprodukter	Skatter og afgifter	-3660.4	-3800.0	-3700.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Afgifter vedr. motorkøretøjer	Afgift af vejbenyttelse	Overførsel af afgift af vejbenyt. k. øvrige	Skatter og afgifter	-10.1	-15.0	-20.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Afgifter vedr. motorkøretøjer	Afgift af vejbenyttelse	Afgift af vejbenyt. fra køretøjer u.f.afg.lan	Skatter og afgifter	-116.3	-160.0	-150.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Afgifter vedr. motorkøretøjer	Afgift af vejbenyttelse	Afskrivning, vejbenyttelsesafgift	Skatter og afgifter	2.4	1.0	1.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Afgifter vedr. motorkøretøjer	Afgift af vejbenyttelse	Afgift af vejbenyttelse, danske køretøjer	Skatter og afgifter	-268.8	-270.0	-280.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Afgifter vedr. motorkøretøjer	Ansvarsforsikring	Afgift af ansvarsforsikringer	Skatter og afgifter	-1531.7	-1550.0	-1600.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Afgifter vedr. motorkøretøjer	Registreringsafgift	Afskrivning, registreringsafgift	Skatter og afgifter	44.6	30.0	30.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Afgifter vedr. motorkøretøjer	Registreringsafgift	Registreringsafgift af motorkøretøjer mv.	Skatter og afgifter	-17607.4	-18900.0	-21200.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Afgifter vedr. motorkøretøjer	Vægtafgift	Afskrivning, vægtafgift	Skatter og afgifter	82.6	30.0	30.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Afgifter vedr. motorkøretøjer	Vægtafgift	Vægtafgift af motorkøretøjer mv.	Skatter og afgifter	-10946.4	-10800.0	-10500.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Energiafgifter mv.	Benzinafgifter	Afgift af benzin	Skatter og afgifter	-7350.9	-7400.0	-7500.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Energiafgifter mv.	Afgifter på olieprodukter	Afskrivning, olieprodukter	Skatter og afgifter	0.9	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Energiafgifter mv.	Afgifter på olieprodukter	Afgift af visse olieprodukter	Skatter og afgifter	-9366.4	-9500.0	-9500.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Energiafgifter mv.	Afgifter på el, gas og kul	Afskrivning af naturgas	Skatter og afgifter	0.1	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Energiafgifter mv.	Afgifter på el, gas og kul	Naturgasafgift	Skatter og afgifter	-3208.9	-3400.0	-3300.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Energiafgifter mv.	Afgifter på el, gas og kul	Afskrivning af afgift af el	Skatter og afgifter	0.5	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Energiafgifter mv.	Afgifter på el, gas og kul	Afgift af elektricitet	Skatter og afgifter	-11684.4	-11400.0	-12300.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Energiafgifter mv.	Afgifter på el, gas og kul	Afskrivning af stenkul	Skatter og afgifter	9.1	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Energiafgifter mv.	Afgifter på el, gas og kul	Afgift af stenkul, brunkul og koks mv.	Skatter og afgifter	-2384.8	-2500.0	-2300.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Merværdiafgift	Merværdiafgift	Afskrivning, moms	Skatter og afgifter	3325.0	1800.0	1800.0	0.0	0.0	0.0
Skatter og afgifter	Told- og forbrugsafgifter	Merværdiafgift	Merværdiafgift	Merværdiafgift	Skatter og afgifter	-189199.7	-194300.0	-198800.0	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Øvrige skatter	Bøder, konfiskationer mv.	Bøder, Fødevareministeriet	Skatter og afgifter	-1.1	-10.3	-8.8	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Øvrige skatter	Bøder, konfiskationer mv.	Afskrivning af bøder, Forsvarsministeriet	Skatter og afgifter	0.3	0.4	0.3	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Øvrige skatter	Bøder, konfiskationer mv.	Bøder, Forsvarsministeriet	Skatter og afgifter	-0.4	-1.0	-0.5	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Øvrige skatter	Bøder, konfiskationer mv.	Afskrivning af bøder, Skatteministeriet	Skatter og afgifter	1.7	10.0	5.0	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Øvrige skatter	Bøder, konfiskationer mv.	Bøder, Skatteministeriet	Skatter og afgifter	-32.8	-100.0	-70.0	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Tinglysningsafgift mv.	Tinglysningsafgift mv.	Afskrivning, tinglysningsafgift	Skatter og afgifter	1.7	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Tinglysningsafgift mv.	Tinglysningsafgift mv.	Tinglysningsafgift mv.	Skatter og afgifter	-6070.5	-6100.0	-6100.0	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Pensionsafkastskat	Pensionsafkastskat	Pensionsafkastskat	Skatter og afgifter	-53651.4	-20500.0	-42200.0	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Selskabsskatter mv.	Kulbrinteskat	Afskrivning af kulbrinteskat	Skatter og afgifter	0.4	0.0	0.0	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Selskabsskatter mv.	Kulbrinteskat	Skatter i henhold til kulbrinteskatteloven	Skatter og afgifter	-8995.6	-3570.0	-3510.0	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Selskabsskatter mv.	Indkomstskat af selskaber	Afregning til kommuner af indkomstskat	Skatter og afgifter	5956.0	6515.0	6755.4	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Selskabsskatter mv.	Indkomstskat af selskaber	Afskrivning, selskabsskat mv.	Skatter og afgifter	779.1	300.0	300.0	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Selskabsskatter mv.	Indkomstskat af selskaber	Indkomstskat af selskaber mv.	Skatter og afgifter	-56972.3	-45590.0	-49750.0	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Børne- og ungeydelse	Børne- og ungeydelse	Børne- og ungeydelse	Tilskud til personer	14517.4	14386.5	14668.0	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Personskatter	Afgift af dødsboer og gaver	Afskrivninger, afgift af dødsboer og gaver	Skatter og afgifter	0.1	1.0	1.0	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Personskatter	Afgift af dødsboer og gaver	Afgift af dødsboer og gaver	Skatter og afgifter	-5177.4	-4205.0	-4205.0	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Personskatter	Personskatter	Kompensationsbeløb til Grønland	Skatter og afgifter	3.4	3.4	3.4	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Personskatter	Personskatter	overførsler mellem Sverige og Danmark	Skatter og afgifter	572.8	575.0	575.0	0.0	0.0	0.0
Skatter og afgifter	Skatter på indkomst og formue	Personskatter	Personskatter	Afregning af indkomstskat af personer	Skatter og afgifter	232319.9	238730.0	245950.0	0.0	0.0	0.0
